Date,Adj Close,Close,High,Low,Open,Volume
2023-05-04,27.54664421,27.56200027,27.85899925,27.23999977,27.65099907,321850000.0
2022-02-15,26.45100975,26.49500084,26.54500008,24.7840004,24.9489994,699869000.0
2024-10-16,135.7106476,135.7200012,136.6199951,131.5800018,133.9799957,264879700.0
2016-07-01,,1.166499972,,1.162500024,1.168750048,218488000.0
2018-08-28,6.793772221,,6.914500237,6.738249779,6.891499996,475384000.0
2018-03-16,6.198164463,6.262000084,6.28125,,6.25,399456000.0
2024-07-15,128.420166,128.4400024,,,130.5599976,208326200.0
2024-12-10,,,141.8200073,133.7899933,139.0099945,210020900.0
2018-07-20,,6.272250175,6.337500095,6.261250019,6.298250198,222352000.0
2019-01-29,,3.289999962,3.452500105,3.275249958,3.403749943,1153932000.0
2023-04-19,27.91543961,27.93099976,28.0,27.23200035,27.36100006,358660000.0
2017-04-03,2.673181057,2.709500074,2.741250038,2.685499907,2.723750114,445232000.0
2016-05-06,0.865166187,,0.885500014,0.870999992,0.872749984,183240000.0
2023-05-08,29.134758,29.15099907,29.21999931,28.35000038,28.52199936,344979000.0
2019-01-16,3.691051006,3.720999956,3.807499886,3.715500116,3.774250031,470104000.0
2021-10-08,20.79386711,,21.20599937,20.77499962,21.10099983,151258000.0
2024-08-02,107.2534256,107.2699966,108.7200012,101.3700027,103.7600021,482027500.0
2021-10-22,22.68549156,22.72599983,23.12999916,22.56100082,22.82299995,249384000.0
2020-04-02,6.363890648,6.386750221,6.400000095,6.057750225,6.105999947,675764000.0
2021-12-30,29.53687859,,30.45700073,29.54000092,29.82699966,308864000.0
2017-08-16,4.077695847,4.128749847,4.213500023,4.096000195,4.189750195,596632000.0
2017-08-23,4.097351551,4.144999981,4.15625,4.021249771,4.03000021,579520000.0
2021-03-12,12.82787704,12.85599995,12.88875008,12.59000015,12.64824963,
2018-07-17,6.281477928,6.34224987,6.357500076,6.129499912,6.155250072,362136000.0
2016-07-19,1.31400907,,1.343250036,1.32099998,1.323500037,
2019-09-09,4.490348816,4.512499809,4.599500179,4.495999813,,417524000.0
2017-01-24,2.643946171,2.68324995,2.689500093,2.622499943,2.637500048,428052000.0
2017-08-31,4.187304497,4.236000061,4.239999771,4.15500021,4.162499905,612684000.0
2016-06-13,1.148776054,,1.192499995,1.15625,1.15625,475588000.0
2021-02-10,14.72687435,14.7642498,14.90499973,14.34150028,14.46325016,485352000.0
2017-11-22,5.315172672,5.373250008,5.425000191,5.340250015,5.425000191,356640000.0
2022-10-07,12.06413651,12.07600021,12.67000008,12.02200031,12.50500011,672478000.0
2018-06-07,6.509522915,6.572500229,,6.481249809,6.625,369448000.0
2023-11-02,43.48984528,43.50600052,,42.89400101,,
2022-05-16,17.23827171,17.26399994,17.78800011,17.1060009,17.50900078,521446000.0
2018-06-19,6.441926479,,6.59100008,6.375500202,6.522999763,594932000.0
2021-04-07,14.11256599,14.14350033,14.24349976,13.71150017,13.8807497,
2018-09-04,,7.09250021,7.13049984,6.974999905,7.003749847,391720000.0
2022-01-13,26.53087616,26.57500076,28.47999954,26.49799919,28.37899971,
2016-06-24,1.12275064,1.143249989,1.184000015,1.132500052,1.162500024,1017684000.0
2016-07-14,1.309098721,1.332999945,1.345000029,1.315500021,,316892000.0
2022-04-07,24.17191887,24.20800018,24.72200012,23.47800064,,557992000.0
2021-01-28,13.01795959,13.05099964,13.33975029,12.96049976,12.99625015,228316000.0
2021-08-11,19.66041756,19.6989994,,19.43000031,,185925000.0
2019-04-16,4.672188282,,4.72424984,4.624000072,4.657000065,394964000.0
2019-01-15,3.716593504,3.746750116,3.83375001,3.728250027,3.79399991,617012000.0
2016-08-12,1.547741413,1.575999975,1.584499955,1.515750051,1.547500014,1425744000.0
2016-09-06,1.552561283,1.577999949,1.577999949,1.560750008,1.568750024,
2016-05-11,0.883042395,0.901499987,0.911499977,0.896749973,0.901750028,328176000.0
2025-01-28,128.9900055,128.9900055,129.0,116.25,121.8099976,579666400.0
